sentence,label,clean_sentence,tokens
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",2,operating profit totaled eur mn slightly eur mn corresponding period,"['profit', 'eur', 'mn', 'slightly', 'eur', 'mn', 'corresponding', 'period']"
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,2,finnish consumer packaging manufacturer huhtamaki oyj said swung net profit mln euro mln months net loss mln euro mln period,"['finnish', 'consumer', 'packaging', 'manufacturer', 'huhtamaki', 'oyj', 'swung', 'net', 'profit', 'mln', 'euro', 'mln', 'month', 'net', 'loss', 'mln', 'euro', 'mln', 'period']"
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,2,earnings share higher year ahead market consensus eur,"['earning', 'high', 'year', 'ahead', 'market', 'consensus', 'eur']"
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,2,finnish bank àland consolidated net operating profit increased eur mn quarter eur mn quarter,"['finnish', 'bank', 'àland', 'consolidated', 'net', 'operating', 'profit', 'eur', 'mn', 'quarter', 'eur', 'mn', 'quarter']"
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",2,profit taxes period m m year,"['profit', 'taxis', 'period', 'm', 'm', 'year']"
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",2,svyturys utenos alus controlled nordic group baltic beverages holding bbh posted percent growth beer sales january september million liters,"['utenos', 'alus', 'nordic', 'group', 'baltic', 'beverage', 'bbh', 'percent', 'growth', 'beer', 'sale', 'january', 'september', 'liter']"
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",2,nokia multimedia net sales totaled eur bn corresponding period,"['nokia', 'multimedia', 'net', 'sale', 'eur', 'corresponding', 'period']"
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",2,shares standard chartered stan rose ftse royal bank scotland rbs shares rose barclays shares barc bcs,"['standard', 'chartered', 'stan', 'ftse', 'royal', 'bank', 'scotland', 'rbs', 'share', 'barclay', 'share', 'barc', 'bcs']"
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,2,robust growth result inclusion clothing chain lindex group december,"['robust', 'growth', 'inclusion', 'clothing', 'chain', 'lindex', 'group', 'december']"
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",2,revenue grew percent million million million,"['revenue', 'percent']"
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,2,appointment kaupthing bank aims co ordinate capital markets activities group improve overall service clients,"['appointment', 'kaupthing', 'bank', 'co', 'ordinate', 'capital', 'market', 'activity', 'group', 'overall', 'service', 'client']"
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",2,end review period nordic aluminium order book stood eur mn compared eur,"['end', 'review', 'period', 'nordic', 'aluminium', 'order', 'book', 'eur', 'mn', 'eur']"
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,2,company reports loss period eur mn compared loss eur mn corresponding period,"['company', 'loss', 'period', 'eur', 'mn', 'loss', 'eur', 'mn', 'corresponding', 'period']"
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",2,financial report published friday seb said net profit soared bn year earlier bn proposed dividend increase share,"['financial', 'report', 'friday', 'seb', 'net', 'profit', 'year', 'early', 'dividend', 'increase', 'share']"
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,2,technical indicators stock bullish gives nok positive stars buy ranking,"['technical', 'indicator', 'stock', 'bullish', 'positive', 'star']"
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",2,adp news nov finnish electronic measurement products solutions maker vaisala oyj omx vaias said today net profit rose eur million usd m months eur,"['adp', 'nov', 'finnish', 'electronic', 'measurement', 'product', 'solution', 'maker', 'vaisala', 'oyj', 'omx', 'vaias', 'today', 'net', 'profit', 'eur', 'usd', 'month', 'eur']"
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,2,group month operating profit grew percent million euros,"['group', 'month', 'operating', 'profit', 'percent', 'euro']"
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",2,finnish government announced wednesday sold percent stake chemicals fertilizer group kemira oyj million million sending company share price percent,"['finnish', 'government', 'wednesday', 'percent', 'stake', 'chemical', 'fertilizer', 'group', 'kemira', 'oyj', 'company', 'share', 'price', 'percent']"
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",2,outotec oyj press release december outotec establishes new subsidiary kolkata outotec established subsidiary india order better serve indian customers increase business growing indian market,"['outotec', 'press', 'release', 'december', 'outotec', 'new', 'subsidiary', 'kolkata', 'outotec', 'subsidiary', 'india', 'order', 'well', 'indian', 'customer', 'business', 'indian', 'market']"
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,2,orion pharma operating profit increased,"['orion', 'pharma', 'operating', 'profit']"
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",2,sales came mln eur compared mln beating consensus forecasts mln eur,"['sale', 'eur', 'mln', 'consensus', 'forecast', 'eur']"
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",2,deal likely bring savings eur,"['deal', 'likely', 'saving', 'eur']"
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",2,ragutis controlled finnish brewery reported cent rise beer sales million litres held cent market share,"['ragutis', 'finnish', 'brewery', 'cent', 'rise', 'beer', 'sale', 'litre', 'cent', 'market', 'share']"
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",2,ebit excluding non recurring items totalled eur mn eur mn,"['ebit', 'non', 'item', 'eur', 'mn', 'eur', 'mn']"
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",2,efficiency improvement measures january finnish stationery gift retailer tiimari hel said today continue improve operational efficiency focusing profitable core operations,"['efficiency', 'improvement', 'measure', 'january', 'finnish', 'stationery', 'gift', 'retailer', 'tiimari', 'hel', 'today', 'operational', 'efficiency', 'profitable', 'core', 'operation']"
Olvi expects sales and market share to increase in the first quarter of 2010 .,2,olvi expects sales market share increase quarter,"['olvi', 'sale', 'market', 'share', 'increase', 'quarter']"
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",2,use pet bottles steadily increased rate use strapping tape picked dip petcore said previously,"['pet', 'bottle', 'steadily', 'rate', 'use', 'tape', 'dip', 'petcore', 'previously']"
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",2,operating profit net sales month period increased respectively m m compared corresponding quarter,"['profit', 'net', 'sale', 'month', 'period', 'respectively', 'corresponding', 'quarter']"
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,2,ponsse projects forest machine markets improve expected previous year,"['ponsse', 'project', 'forest', 'machine', 'market', 'previous', 'year']"
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",2,olvi controls percent stake ragutis le coq said annual report published earlier year lithuanian brewery sales reached million euros year rise percent million euros,"['olvi', 'controls', 'percent', 'stake', 'ragutis', 'le', 'coq', 'annual', 'report', 'early', 'year', 'lithuanian', 'brewery', 'sale', 'euro', 'year', 'rise', 'percent', 'euro']"
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",2,quarter net sales increased year year eur million comparable currency rates growth,"['quarter', 'net', 'sale', 'year', 'year', 'eur', 'comparable', 'currency', 'rate', 'growth']"
Performance in the second half of 2009 exceeded expectations .,2,performance second half exceeded expectations,"['performance', 'second', 'half', 'expectation']"
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",2,january ephc board directors approved increase quarterly dividend share,"['january', 'ephc', 'board', 'director', 'quarterly', 'dividend', 'share']"
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,2,shares nokia rose thursday cell phone maker said quarter earnings doubled share global handset market increased,"['share', 'nokia', 'thursday', 'cell', 'phone', 'maker', 'quarter', 'earning', 'share', 'global', 'handset', 'market']"
"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",2,september finnish waste management recycling company lassila tikanoja expands operations russia introducing recently completed recycling plant city dubna near moscow,"['september', 'finnish', 'waste', 'management', 'company', 'lassila', 'tikanoja', 'operation', 'russia', 'recently', 'plant', 'city', 'dubna', 'moscow']"
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",2,stable outlook reflects nokia strong market position global mobile handset market strong cash flow generation conservative balance sheet said raab,"['stable', 'outlook', 'nokia', 'strong', 'market', 'position', 'global', 'mobile', 'handset', 'market', 'strong', 'cash', 'flow', 'generation', 'conservative', 'balance', 'sheet', 'raab']"
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",2,talentum expects net sales core business increase compared,"['talentum', 'net', 'sale', 'core', 'business', 'increase']"
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",2,financial impact estimated meur annual improvement division result starting fiscal year,"['financial', 'impact', 'meur', 'annual', 'improvement', 'division', 'fiscal', 'year']"
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",2,operating profit turnover month period increased respectively m m compared corresponding period year ago,"['profit', 'turnover', 'month', 'period', 'respectively', 'period', 'year']"
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,2,finnish cargotec kalmar received significant order department defense,"['finnish', 'cargotec', 'kalmar', 'significant', 'order', 'department', 'defense']"
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",2,earnings share quarter came eur eur quarter year earlier,"['earning', 'share', 'quarter', 'eur', 'eur', 'quarter', 'year', 'early']"
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",2,finnish high technology provider vaahto group reports net sales eur mn accounting period september february increase year earlier,"['finnish', 'high', 'technology', 'provider', 'vaahto', 'group', 'net', 'sale', 'eur', 'mn', 'accounting', 'period', 'september', 'february', 'increase', 'year', 'early']"
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",2,biohit estimates total net sales continue grow favourable trends net sales lead profit,"['biohit', 'estimate', 'total', 'net', 'sale', 'favourable', 'trend', 'net', 'sale', 'lead', 'profit']"
The company expects net sales to significantly increase from 2009 .,2,company expects net sales significantly increase,"['company', 'net', 'sale', 'significantly']"
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",2,lithuania operating profit rose eur eur corresponding period,"['lithuania', 'operating', 'profit', 'eur', 'eur', 'corresponding', 'period']"
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",2,helsinki based company owns salomon atomic suunto brands said net profit rose percent months million million million year earlier,"['helsinki', 'company', 'salomon', 'atomic', 'suunto', 'brand', 'net', 'profit', 'percent', 'month', 'year', 'early']"
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,2,profit period increased eur mn eur mn,"['profit', 'period', 'eur', 'mn', 'eur', 'mn']"
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",2,comparable operating profit totaled eur eur,"['comparable', 'operating', 'profit', 'eur', 'eur']"
"International sales rose by 59.8 % to EUR 1,244.4 mn .",2,international sales rose eur mn,"['international', 'sale', 'eur', 'mn']"
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",2,pre tax loss totaled eur mn compared loss eur mn quarter,"['pre', 'tax', 'loss', 'eur', 'mn', 'loss', 'eur', 'mn', 'quarter']"
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,2,stock rose day tuesday bringing day rise,"['stock', 'day', 'tuesday', 'day', 'rise']"
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",2,previously eb delivered custom solution lg electronics making commercially available mobile terminal vendors wireless operators,"['previously', 'custom', 'solution', 'lg', 'electronic', 'commercially', 'available', 'mobile', 'terminal', 'vendor', 'wireless', 'operator']"
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",2,london leading shares today jumped points market opened,"['london', 'leading', 'share', 'today', 'point', 'market']"
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",2,cost cutting measures produced m savings past months dampened airline loss finnair said,"['cost', 'cutting', 'measure', 'm', 'saving', 'past', 'month', 'airline', 'loss', 'finnair']"
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",2,finnish metal products company componenta oyj hel said today net loss narrowed eur usd quarter eur million period year earlier,"['finnish', 'metal', 'product', 'company', 'componenta', 'oyj', 'hel', 'today', 'net', 'loss', 'eur', 'usd', 'quarter', 'eur', 'period', 'year', 'early']"
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",2,operating profit net sales month period increased respectively m m compared,"['profit', 'net', 'sale', 'month', 'period', 'respectively']"
"`` The number of collection errors fell considerably , and operations speeded up .",2,number collection errors fell considerably operations speeded,"['number', 'collection', 'error', 'considerably', 'operation']"
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",2,net sales surged teleste said m sales came acquisitions,"['net', 'sale', 'teleste', 'm', 'sale', 'acquisition']"
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",2,finnish telecoms software developer tecnomen oyj said december won mln mln euro order supply expansion charging messaging systems mobile fixed networks brasil telecom,"['finnish', 'telecom', 'software', 'developer', 'tecnoman', 'oyj', 'december', 'mln', 'mln', 'euro', 'order', 'supply', 'expansion', 'system', 'mobile', 'network', 'brasil', 'telecom']"
EBIT excluding non-recurring items was estimated to increase from 2009 .,2,ebit excluding non recurring items estimated increase,"['ebit', 'non', 'item', 'increase']"
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,2,operating profit totaled eur mn compared eur mn corresponding period,"['profit', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",2,price raw material aluminium went end company considers outlook favourable,"['price', 'raw', 'material', 'aluminium', 'end', 'company', 'outlook', 'favourable']"
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,2,merrill lynch analyst campbell morgan upgraded recommendation paperlinx neutral buy,"['merrill', 'lynch', 'analyst', 'campbell', 'morgan', 'recommendation', 'paperlinx', 'neutral', 'buy']"
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",2,total delivery volume paper businesses tonnes tonnes,"['total', 'delivery', 'volume', 'paper', 'business', 'tonne']"
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",2,narrows m mo october finnish software hardware developer elektrobit oyj hel eb said today net loss narrowed m months m period year ago,"['m', 'mo', 'october', 'finnish', 'software', 'hardware', 'developer', 'oyj', 'hel', 'eb', 'today', 'net', 'loss', 'month', 'm', 'period', 'year']"
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",2,second quarter company net profit m compared net loss m april june,"['second', 'quarter', 'company', 'net', 'profit', 'net', 'loss', 'm', 'april', 'june']"
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",2,pretax profit totalled eur mn compared loss eur mn fourth quarter,"['pretax', 'profit', 'eur', 'mn', 'loss', 'eur', 'mn', 'fourth', 'quarter']"
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",2,fourth quarter orion net profit went year year m,"['fourth', 'quarter', 'orion', 'net', 'profit', 'year', 'year']"
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",2,australian company mirabela nickel awarded outokumpu technology contract grinding technology nickel sulfide project bahia state brazil,"['australian', 'company', 'mirabela', 'nickel', 'outokumpu', 'technology', 'contract', 'technology', 'nickel', 'sulfide', 'project', 'bahia', 'state', 'brazil']"
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,2,rationalization operations seeks achieve eur million yearly savings second quarter current financial year,"['rationalization', 'operation', 'eur', 'yearly', 'saving', 'second', 'quarter', 'current', 'financial', 'year']"
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",2,svyturys utenos alus controlled nordic group baltic beverages holding bbh posted cent growth beer sales january million litres,"['utenos', 'alus', 'nordic', 'group', 'baltic', 'beverage', 'bbh', 'cent', 'growth', 'beer', 'sale', 'january', 'litre']"
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",2,finland based elcoteq se privately held provider electronics manufacturing services communications companies said thursday signed long term manufacturing supply deal communications equipment company andrew,"['finland', 'elcoteq', 'se', 'privately', 'provider', 'electronic', 'manufacturing', 'service', 'communication', 'company', 'thursday', 'long', 'term', 'supply', 'deal', 'communication', 'equipment', 'company']"
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",2,profit period totaled eur mn eur mn corresponding period,"['profit', 'period', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,2,new factory working model reorganisations decrease nokian tyres costs factory eur million usd m,"['new', 'factory', 'model', 'reorganisation', 'nokian', 'tyre', 'factory', 'eur', 'usd', 'm']"
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,2,scania morgan stanley lifted share target swedish heavy duty truck bus maker scania ab crowns euro crowns euro,"['scania', 'morgan', 'stanley', 'share', 'target', 'swedish', 'heavy', 'duty', 'truck', 'bus', 'maker', 'scania', 'ab', 'euro', 'crown', 'euro']"
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",2,arvo vuorenmaa loviisa plant general manager said application new licence standard procedure confident approval granted,"['arvo', 'vuorenmaa', 'loviisa', 'plant', 'general', 'manager', 'application', 'new', 'licence', 'standard', 'procedure', 'confident', 'approval']"
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,2,finnish vacon signed significant deals norwegian scandinavian electric systems ses supply ac drives,"['finnish', 'vacon', 'significant', 'deal', 'norwegian', 'scandinavian', 'electric', 'system', 'ses', 'supply', 'ac', 'drive']"
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,2,pretax profit group life insurance business increased m m,"['pretax', 'profit', 'group', 'life', 'insurance', 'business', 'm']"
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,2,finnish rautaruukki awarded contract supply install steel superstructures bridge gothenburg sweden,"['finnish', 'rautaruukki', 'contract', 'supply', 'steel', 'superstructure', 'bridge', 'gothenburg', 'sweden']"
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',2,pleased efforts negotiating teams look forward productive years ahead,"['effort', 'team', 'forward', 'productive', 'year', 'ahead']"
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,2,finnish construction group awarded road building contracts lithuanian transport administration,"['finnish', 'construction', 'group', 'road', 'building', 'contract', 'lithuanian', 'transport', 'administration']"
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",2,net interest income totaled eur mn compared eur mn year earlier,"['net', 'interest', 'income', 'eur', 'mn', 'eur', 'mn', 'year', 'early']"
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",2,operating profit totalled eur mn loss eur mn fourth quarter,"['profit', 'eur', 'mn', 'loss', 'eur', 'mn', 'fourth', 'quarter']"
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,2,operating profit rose eur million,"['operating', 'profit', 'eur']"
"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",2,clothing retail chain sales increased eur mn operating profit rose eur mn eur mn,"['clothing', 'retail', 'chain', 'sale', 'eur', 'mn', 'operating', 'profit', 'eur', 'mn', 'eur', 'mn']"
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",2,basware corporation stock exchange release august basware signed large deal international industrial group basware deliver invoice automation solution connectivity services international industrial group,"['basware', 'corporation', 'stock', 'exchange', 'release', 'august', 'basware', 'large', 'deal', 'international', 'industrial', 'group', 'basware', 'invoice', 'automation', 'solution', 'connectivity', 'service', 'international', 'industrial', 'group']"
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",2,earnings share eps amounted loss,"['earning', 'share', 'loss']"
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",2,investors continue interested company share cheap affarsvarlden said,"['investor', 'interested', 'company', 'cheap', 'affarsvarlden']"
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",2,cost savings rise mln eur year oko said,"['cost', 'saving', 'mln', 'eur', 'year', 'oko']"
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,2,diluted earnings share eps rose eur eur,"['earning', 'share', 'eur', 'eur']"
Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,2,clothing chain net sales increased eur mn,"['clothing', 'chain', 'net', 'sale', 'eur', 'mn']"
Orders received grew by 55 % year-on-year to EUR732m .,2,orders received grew year year m,"['order', 'year', 'year']"
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",2,finnish silicon wafer technology company okmetic oyj omx helsinki reported thursday august operating profit m period january june m corresponding period,"['finnish', 'silicon', 'wafer', 'technology', 'company', 'okmetic', 'oyj', 'omx', 'helsinki', 'thursday', 'august', 'operating', 'profit', 'period', 'january', 'june', 'm', 'corresponding', 'period']"
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,2,diluted eps rose,[]
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",2,adp news feb finnish fishing tackle company rapala vmc corp hel said today net profit rose eur million usd m eur million,"['adp', 'news', 'feb', 'finnish', 'fishing', 'tackle', 'company', 'rapala', 'vmc', 'corp', 'hel', 'today', 'net', 'profit', 'eur', 'usd', 'm', 'eur']"
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",2,months company net profit rose m m corresponding period,"['month', 'company', 'net', 'profit', 'm', 'm', 'corresponding', 'period']"
The bank sees a potential for Getinge share to rise .,2,bank sees potential getinge share rise,"['bank', 'potential', 'getinge', 'share', 'rise']"
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",2,brokerage said seen true turning point european steel base prices better pricing seen carrying second quarter,"['brokerage', 'true', 'turning', 'point', 'european', 'steel', 'base', 'price', 'well', 'pricing', 'second', 'quarter']"
Our standardised services have met with a positive reception among our customers as well as at Itella .,2,standardised services met positive reception customers itella,"['service', 'positive', 'reception', 'customer']"
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,2,stora enso quarter pre tax profit doubled eur,"['stora', 'enso', 'quarter', 'tax', 'profit', 'eur']"
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",2,company operating income ebit totalled eur mn eur mn year year,"['company', 'income', 'ebit', 'eur', 'mn', 'eur', 'mn', 'year', 'year']"
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,2,diluted earnings share eps rose eur versus eur,"['earning', 'share', 'eur', 'eur']"
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,2,net sales vegetable oil business rose eur mn eur mn,"['net', 'sale', 'vegetable', 'oil', 'business', 'eur', 'mn', 'eur', 'mn']"
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,2,operating profit rose eur mn eur mn,"['operating', 'profit', 'eur', 'mn', 'eur', 'mn']"
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,2,finnish metal products company componenta oyj net profit rose mln euro mln quarter mln euro mln period,"['finnish', 'metal', 'product', 'company', 'componenta', 'oyj', 'net', 'profit', 'euro', 'mln', 'quarter', 'mln', 'euro', 'mln', 'period']"
"However , the broker gave an `` outperform '' recommendation on the stock .",2,broker gave outperform recommendation stock,"['broker', 'outperform', 'recommendation', 'stock']"
